2026-05-05T13:10:48.719288 INFO  [Backend] GET /api/v1/dashboard 200 - Request processed successfully (0.0817s)
2026-05-05T14:16:35.209142 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:35.209147 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:35.209152 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:37.211567 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:37.211599 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:37.211611 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:37.211617 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:37.211623 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:37.211629 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213259 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213290 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213301 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213308 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213315 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213321 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213328 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213335 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213343 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213350 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213356 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213361 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:39.213366 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215158 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215179 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215187 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215191 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215196 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215201 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215206 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215210 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:41.215214 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856603 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856641 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856656 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856668 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856678 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856687 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856697 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856707 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856717 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856727 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856737 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:43.856747 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:45.861689 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:45.861714 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:45.861722 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:45.861726 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:45.861730 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:45.861734 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867001 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867040 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867058 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867070 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867080 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867091 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867102 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:47.867113 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.872981 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873020 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873035 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873048 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873059 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873069 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873079 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:49.873089 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.876971 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.877012 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.877031 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.877042 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.877053 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.877064 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:51.877074 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:54.266918 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:54.266953 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:54.266961 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:54.266966 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:54.266971 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:54.266976 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.272909 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.272947 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.272964 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.272975 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.272986 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.272996 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:56.273006 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.276955 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.276991 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.277006 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.277018 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.277027 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.277037 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.277047 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:16:58.277056 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:00.283084 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:00.283127 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:00.283146 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:00.283156 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288675 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288714 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288729 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288741 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288750 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288756 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288762 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288768 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:02.288773 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663231 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663268 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663282 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663290 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663297 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663306 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663313 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663320 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663334 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663343 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663350 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:04.663358 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669558 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669588 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669597 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669604 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669610 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669616 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669622 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669628 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669634 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:06.669641 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673354 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673381 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673388 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673394 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673398 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673403 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673407 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:08.673411 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678268 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678336 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678348 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678354 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678360 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678368 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678374 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678402 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678415 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678422 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678427 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:10.678455 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685535 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685612 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685629 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685640 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685655 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685667 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685677 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685688 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685701 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685713 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:12.685722 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061500 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061529 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061537 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061543 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061548 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061553 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061558 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061563 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061568 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061573 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061578 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:15.061582 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067061 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067102 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067112 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067119 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067126 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067134 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067140 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067145 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067151 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067157 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:17.067163 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073380 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073415 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073427 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073435 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073442 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073449 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073456 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073464 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:19.073471 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:21.076018 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:21.076048 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:21.076058 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:21.076065 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078071 CRITICAL  [UserService] POST /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078097 CRITICAL  [Backend] GET /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078113 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078119 CRITICAL  [Backend] POST /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078123 CRITICAL  [UserService] GET /api/v1/user/profile 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078127 CRITICAL  [Backend] GET /api/v1/dashboard 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:23.078131 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:25.411506 CRITICAL  [Backend] POST /api/v1/login 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:25.411536 CRITICAL  [SearchService] GET /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
2026-05-05T14:17:25.411551 CRITICAL  [SearchService] POST /api/v1/search 503 - Service Unavailable: Connection refused to backend DB (0.001s)
